"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","state","Biodomain","color"
"neurotransmitter transmembrane transporter activity",0.113725490196078,0.66140236893398,0.184706471207739,-0.94300518134715,-1.25911327371082,1,"CPLX1","3","Synapse","#339933"
"neurotransmitter transport",0.121495327102804,0.66140236893398,0.173747838999571,-0.797402597402597,-1.31586256822488,2,"c(""CPLX1"", ""SNAP25"")","3","Synapse","#339933"
"neurotransmitter uptake",0.425490196078431,0.935405669599218,0.086794975677172,-0.795336787564767,-1.06194443689347,1,"SNAP25","3","Synapse","#339933"
"neutrophil chemotaxis",0.618843683083512,0.94329444858112,0.0716527366829457,0.525648108096464,0.883230506341566,2,"c(""ITGB2"", ""GBF1"")","3","Immune Response","#99cccc"
"neutrophil degranulation",0.00641167063849171,0.159197090487428,0.407017918923954,0.521056972459555,1.91701695942965,15,"c(""CFD"", ""CD58"", ""CTSZ"", ""HSPA1B"", ""ITGB2"", ""HEBP2"", ""ROCK1"", ""ITGAV"", ""CSTB"")","3","Immune Response","#99cccc"
"neutrophil migration",0.117171717171717,0.66140236893398,0.184706471207739,0.937823834196891,1.25758971582079,1,"ITGB2","3","Immune Response","#99cccc"
"node of Ranvier",0.388235294117647,0.935405669599218,0.0919686140000427,-0.813471502590674,-1.0861581536956,1,"DLG1","3","Myelination","#996633"
"node of Ranvier",0.388235294117647,0.935405669599218,0.0919686140000427,-0.813471502590674,-1.0861581536956,1,"DLG1","3","Synapse","#339933"
"node of Ranvier",0.388235294117647,0.935405669599218,0.0919686140000427,-0.813471502590674,-1.0861581536956,1,"DLG1","3","Myelination","#996633"
"node of Ranvier",0.388235294117647,0.935405669599218,0.0919686140000427,-0.813471502590674,-1.0861581536956,1,"DLG1","3","Synapse","#339933"
"nuclear matrix",0.00911640443929847,0.209375549267858,0.380730400722792,0.81201044386423,1.8056926645598,4,"c(""MEN1"", ""AKAP8L"", ""RAD21"", ""SMC1A"")","3","Structural Stabilization","#ff9999"
"nuclear proteasome complex",0.361616161616162,0.935405669599218,0.0978773277424561,0.821243523316062,1.10125950252815,1,"UBQLN4","3","Proteostasis","#C7B169"
"oligodendrocyte differentiation",0.482828282828283,0.935405669599218,0.0815265143256594,0.764248704663212,1.02483139825175,1,"SRSF1","3","Myelination","#996633"
"osteoclast development",0.551515151515152,0.935405669599218,0.0745500777420554,0.72020725388601,0.965773317674527,1,"PAFAH1B1","3","Immune Response","#99cccc"
"osteoclast differentiation",0.286274509803922,0.919027777777778,0.110564716336619,-0.862694300518135,-1.15188109930138,1,"SNX10","3","Immune Response","#99cccc"
"osteoclast fusion",0.0828282828282828,0.66140236893398,0.222056046145248,0.955958549222798,1.28190774899964,1,"CD109","3","Immune Response","#99cccc"
"oxidative phosphorylation",0.820560747663551,0.966608285692255,0.05163559644842,-0.467532467532468,-0.771515512314259,2,"c(""COX4I1"", ""UQCRC1"")","3","Mitochondrial Metabolism","#99cc99"
"palmitic acid biosynthetic process",1,1,0.044774889329693,0,0,1,"character(0)","3","Lipid Metabolism","#999999"
"parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization",0.561616161616162,0.935405669599218,0.0736212741014394,0.712435233160622,0.955351303455018,1,"MFN2","3","Autophagy","#9933ff"
"parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization",0.561616161616162,0.935405669599218,0.0736212741014394,0.712435233160622,0.955351303455018,1,"MFN2","3","Mitochondrial Metabolism","#99cc99"
"parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization",0.561616161616162,0.935405669599218,0.0736212741014394,0.712435233160622,0.955351303455018,1,"MFN2","3","Autophagy","#9933ff"
"parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization",0.561616161616162,0.935405669599218,0.0736212741014394,0.712435233160622,0.955351303455018,1,"MFN2","3","Mitochondrial Metabolism","#99cc99"
"pericentriolar material",0.706638115631692,0.94970198720659,0.0650877566917313,0.490909090909091,0.824859593809752,2,"c(""HOOK3"", ""PCM1"")","3","Structural Stabilization","#ff9999"
"phagocytic cup",0.56969696969697,0.935405669599218,0.0728938564822936,0.707253886010363,0.948403293975345,1,"RACK1","3","Autophagy","#9933ff"
"phagocytic vesicle",0.288888888888889,0.919027777777778,0.111918316325105,0.849740932642487,1.13947355466635,1,"ITGAV","3","Autophagy","#9933ff"
"phagocytosis",0.117171717171717,0.66140236893398,0.184706471207739,0.937823834196891,1.25758971582079,1,"ITGB2","3","Autophagy","#9933ff"
"phagocytosis, engulfment",0.117171717171717,0.66140236893398,0.184706471207739,0.937823834196891,1.25758971582079,1,"ITGB2","3","Autophagy","#9933ff"
"phenylalanyl-tRNA aminoacylation",0.560747663551402,0.935405669599218,0.0697792517076235,-0.566233766233766,-0.934391009358381,2,"c(""FARSA"", ""FARSB"")","3","Proteostasis","#C7B169"
"phosphatidic acid binding",0.822269807280514,0.966608285692255,0.0578529757032509,0.428571428571429,0.720115518405339,2,"c(""OPA1"", ""PITPNC1"")","3","Lipid Metabolism","#999999"
"phosphatidic acid biosynthetic process",0.597674418604651,0.94329444858112,0.0776798560117236,0.366492146596859,0.880789408795358,5,"c(""LPIN1"", ""DGKG"", ""AGPAT1"", ""LCLAT1"", ""DGKZ"")","3","Lipid Metabolism","#999999"
"phosphatidic acid metabolic process",0.22020202020202,0.863722677871601,0.130777137971974,0.883419689119171,1.18463561628422,1,"LPIN1","3","Lipid Metabolism","#999999"
"phosphatidic acid transfer activity",0.854901960784314,0.966608285692255,0.0519512476197082,-0.572538860103627,-0.764461630467285,1,"PITPNC1","3","Lipid Metabolism","#999999"
"phosphatidylcholine binding",0.721212121212121,0.94970198720659,0.0613026075396207,0.637305699481865,0.854605165999761,1,"NF1","3","Lipid Metabolism","#999999"
"phosphatidylcholine biosynthetic process",0.650963597430407,0.94329444858112,0.069119845655101,0.509090909090909,0.855409949136039,2,"c(""LPIN1"", ""CSNK2A1"")","3","Lipid Metabolism","#999999"
"phosphatidylethanolamine binding",0.721212121212121,0.94970198720659,0.0613026075396207,0.637305699481865,0.854605165999761,1,"NF1","3","Lipid Metabolism","#999999"
"phosphatidylethanolamine biosynthetic process",0.22020202020202,0.863722677871601,0.130777137971974,0.883419689119171,1.18463561628422,1,"LPIN1","3","Lipid Metabolism","#999999"
"phosphatidylglycerol binding",0.854901960784314,0.966608285692255,0.0519512476197082,-0.572538860103627,-0.764461630467285,1,"PITPNC1","3","Lipid Metabolism","#999999"
"phosphatidylglycerol biosynthetic process",0.511764705882353,0.935405669599218,0.0768736734126542,-0.748704663212435,-0.999680593687988,1,"PTPMT1","3","Lipid Metabolism","#999999"
"phosphatidylinositol acyl-chain remodeling",0.847058823529412,0.966608285692255,0.0523759084097997,-0.580310880829015,-0.774838937668198,1,"LCLAT1","3","Lipid Metabolism","#999999"
"phosphatidylinositol binding",0.837742504409171,0.966608285692255,0.0480220415968251,-0.372395833333333,-0.72024919174809,3,"c(""SNX10"", ""PITPNC1"", ""SNX30"")","3","Lipid Metabolism","#999999"
"phosphatidylinositol biosynthetic process",0.730192719486081,0.94970198720659,0.0635007968065945,0.482709778022925,0.811082538094045,2,"PLEKHA1","3","Lipid Metabolism","#999999"
"phosphatidylinositol metabolic process",0.658823529411765,0.94329444858112,0.0642140881844605,-0.673575129533679,-0.899366624079159,1,"PLCB1","3","Lipid Metabolism","#999999"
"phosphatidylinositol phosphate biosynthetic process",0.149532710280374,0.761121495327103,0.155241966228839,-0.758963793932945,-1.25243139453943,2,"BPNT2","3","Lipid Metabolism","#999999"
"phosphatidylinositol transfer activity",0.854901960784314,0.966608285692255,0.0519512476197082,-0.572538860103627,-0.764461630467285,1,"PITPNC1","3","Lipid Metabolism","#999999"
"phosphatidylinositol-3,4,5-trisphosphate binding",0.420560747663551,0.935405669599218,0.0847985102819124,-0.625974025974026,-1.03297354704298,2,"c(""GBF1"", ""MYO1B"")","3","Lipid Metabolism","#999999"
"phosphatidylinositol-3,5-bisphosphate binding",0.754901960784314,0.961309800896431,0.0577308549299813,-0.632124352331606,-0.844020985674287,1,"GBF1","3","Lipid Metabolism","#999999"
"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",0.511764705882353,0.935405669599218,0.0768736734126542,-0.748704663212435,-0.999680593687988,1,"PTPMT1","3","Lipid Metabolism","#999999"
"phosphatidylinositol-4,5-bisphosphate binding",0.155056179775281,0.781421737679386,0.16823816568964,0.597637249791208,1.3289843821222,4,"c(""SCIN"", ""MYO1B"", ""PLCB1"", ""ACTN2"")","3","Lipid Metabolism","#999999"
"phosphatidylinositol-4-phosphate binding",0.527272727272727,0.935405669599218,0.0768736734126542,0.733160621761658,0.983143341373709,1,"OSBPL8","3","Lipid Metabolism","#999999"
"phosphatidylinositol-mediated signaling",0.658823529411765,0.94329444858112,0.0642140881844605,-0.673575129533679,-0.899366624079159,1,"PLCB1","3","Lipid Metabolism","#999999"
"phosphatidylserine acyl-chain remodeling",0.527272727272727,0.935405669599218,0.0768736734126542,0.733160621761658,0.983143341373709,1,"OSBPL8","3","Lipid Metabolism","#999999"
"phosphatidylserine binding",0.0821917808219178,0.66140236893398,0.237793834423688,0.736053003080878,1.42821694288198,3,"c(""SCIN"", ""OSBPL8"")","3","Lipid Metabolism","#999999"
"phosphatidylserine transfer activity",0.527272727272727,0.935405669599218,0.0768736734126542,0.733160621761658,0.983143341373709,1,"OSBPL8","3","Lipid Metabolism","#999999"
"phospholipid binding",0.264840182648402,0.919027777777778,0.126253987849115,0.622395833333333,1.2076797059792,3,"c(""NSFL1C"", ""ARHGAP44"", ""SGIP1"")","3","Lipid Metabolism","#999999"
"phospholipid biosynthetic process",0.684021543985637,0.94970198720659,0.0582216241124161,-0.408974434718231,-0.84820563399381,4,"c(""PTPMT1"", ""CDIPT"", ""LCLAT1"")","3","Lipid Metabolism","#999999"
"phospholipid metabolic process",0.317351598173516,0.935405669599218,0.11378726182188,0.598958333333333,1.16220222751136,3,"c(""GDPD1"", ""PLAA"", ""AGPAT1"")","3","Lipid Metabolism","#999999"
"phospholipid transport",0.822269807280514,0.966608285692255,0.0578529757032509,0.428571428571429,0.720115518405339,2,"c(""OSBPL8"", ""PITPNC1"")","3","Lipid Metabolism","#999999"
"phospholipid transporter activity",0.854901960784314,0.966608285692255,0.0519512476197082,-0.572538860103627,-0.764461630467285,1,"PITPNC1","3","Lipid Metabolism","#999999"
"phytol metabolic process",0.393939393939394,0.935405669599218,0.0928481214159878,0.808290155440414,1.08388947882897,1,"ALDH3A2","3","Lipid Metabolism","#999999"
"placenta blood vessel development",0.183838383838384,0.846821152703506,0.144630528034484,0.904145077720207,1.21242765420291,1,"ITGB8","3","Vasculature","#cccc00"
"plasma membrane raft",0.595289079229122,0.94329444858112,0.0736212741014394,0.536957075548028,0.902232619912594,2,"c(""ITGB2"", ""ADD2"")","3","Lipid Metabolism","#999999"
"platelet activating factor metabolic process",0.551515151515152,0.935405669599218,0.0745500777420554,0.72020725388601,0.965773317674527,1,"PAFAH1B1","3","Lipid Metabolism","#999999"
"platelet formation",0.929292929292929,0.976717930305388,0.0494904866135495,0.538860103626943,0.722592985885977,1,"ACTN1","3","Immune Response","#99cccc"
"podosome",0.100642398286938,0.66140236893398,0.206587922696891,0.821135103958621,1.3797283058253,2,"c(""SCIN"", ""SH3GL1"")","3","Structural Stabilization","#ff9999"
"polysomal ribosome",0.886363636363636,0.976717930305388,0.0450442767152794,-0.280104712041885,-0.640126867720291,5,"c(""RPL18A"", ""RPL30"", ""RPL10A"", ""LARP1"", ""RPL11"")","3","Proteostasis","#C7B169"
"positive regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity",0.73921568627451,0.957406575861897,0.0587185879555941,-0.637305699481865,-0.850939190474896,1,"DGKZ","3","Lipid Metabolism","#999999"
"positive regulation of AMPA receptor activity",0.250980392156863,0.906021415658462,0.119348440591015,-0.878238341968912,-1.17263571370321,1,"CACNG3","3","Synapse","#339933"
"positive regulation of NMDA glutamate receptor activity",0.680808080808081,0.94970198720659,0.0640703750499722,0.658031088082902,0.882397203918453,1,"EPHB2","3","Synapse","#339933"
"positive regulation of RNA polymerase II transcription preinitiation complex assembly",0.525252525252525,0.935405669599218,0.0770736734944102,0.735751295336788,0.986617346113546,1,"PSMC6","3","Epigenetic","#cc3333"
"positive regulation of RNA splicing",0.482828282828283,0.935405669599218,0.0815265143256594,0.764248704663212,1.02483139825175,1,"SRSF1","3","RNA Spliceosome","#0099ff"
"positive regulation of Schwann cell proliferation",0.0234233950135094,0.384597034254073,0.352487857583619,0.992227979274611,1.33054381535735,1,"GFAP","3","Myelination","#996633"
"positive regulation of actin filament polymerization",0.727102803738318,0.94970198720659,0.0572461135202884,-0.509090909090909,-0.840094668964416,2,"c(""DLG1"", ""PRKCE"")","3","Structural Stabilization","#ff9999"
"positive regulation of actin nucleation",0.0037783740479449,0.110963759524814,0.431707695803346,1,1.34096582957686,1,"SCIN","3","Structural Stabilization","#ff9999"
"positive regulation of amyloid precursor protein catabolic process",0.729292929292929,0.94970198720659,0.0607719451853533,0.634715025906736,0.851131161259925,1,"ROCK2","3","APP Metabolism","#ff6600"
"positive regulation of amyloid-beta clearance",0.206060606060606,0.863722677871601,0.135740943810425,0.893782383419689,1.19853163524357,1,"ROCK1","3","APP Metabolism","#ff6600"
"positive regulation of amyloid-beta formation",0.729292929292929,0.94970198720659,0.0607719451853533,0.634715025906736,0.851131161259925,1,"ROCK2","3","APP Metabolism","#ff6600"
"positive regulation of angiogenesis",0.0104545571092367,0.23136389428702,0.380730400722792,0.804679494986725,1.78939060747125,4,"c(""HSPB1"", ""ITGB2"", ""ITGB8"")","3","Vasculature","#cccc00"
"positive regulation of aortic smooth muscle cell differentiation",0.903921568627451,0.976717930305388,0.0493910105981501,-0.551813471502591,-0.736788811264849,1,"CTH","3","Vasculature","#cccc00"
"positive regulation of apoptotic cell clearance",0.0288635990397808,0.44519914882571,0.352487857583619,0.989637305699482,1.32706981061752,1,"C4A","3","Autophagy","#9933ff"
"positive regulation of apoptotic process",0.233100233100233,0.88769562623342,0.137250779610133,0.349695107795487,1.21358891510104,13,"c(""SCIN"", ""ZBTB16"", ""MAP3K5"", ""DNM1L"", ""RACK1"", ""DDX3X"", ""ABR"", ""NF1"")","3","Apoptosis","#663399"
"positive regulation of apoptotic signaling pathway",0.783838383838384,0.966608285692255,0.0573667426768556,0.613989637305699,0.823339123341233,1,"RPS3","3","Apoptosis","#663399"
"positive regulation of artery morphogenesis",0.844444444444444,0.966608285692255,0.0538979025357319,0.580310880829016,0.77817706172336,1,"RTN4","3","Vasculature","#cccc00"
"positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process",0.729292929292929,0.94970198720659,0.0607719451853533,0.634715025906736,0.851131161259925,1,"ROCK2","3","APP Metabolism","#ff6600"
"positive regulation of autophagy",0.730192719486081,0.94970198720659,0.0635007968065945,0.481671147441288,0.809337358761348,2,"c(""ROCK1"", ""GSK3B"")","3","Autophagy","#9933ff"
"positive regulation of blood vessel endothelial cell migration",0.0385738214129067,0.478076027315428,0.321775918075361,0.984455958549223,1.32012180113784,1,"HSPB1","3","Vasculature","#cccc00"
"positive regulation of calcium-dependent cell-cell adhesion",0.975757575757576,0.98959495949595,0.0472587336673259,0.510362694300518,0.684378933747776,1,"KIFAP3","3","Structural Stabilization","#ff9999"
"positive regulation of cell adhesion",0.301927194860814,0.931399649600934,0.112843355675562,0.680519480519481,1.14345615649818,2,"c(""ITGAV"", ""P4HB"")","3","Structural Stabilization","#ff9999"
"positive regulation of cell-matrix adhesion",0.937254901960784,0.976717930305388,0.0477342401407188,-0.536269430051813,-0.716034196863022,1,"GSK3B","3","Structural Stabilization","#ff9999"
"positive regulation of cell-substrate adhesion",0.980392156862745,0.98959495949595,0.0456790414930062,-0.507772020725389,-0.677984070459674,1,"PRKCE","3","Structural Stabilization","#ff9999"
"positive regulation of ceramide biosynthetic process",0.56969696969697,0.935405669599218,0.0728938564822936,0.707253886010363,0.948403293975345,1,"RACK1","3","Lipid Metabolism","#999999"
"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.923595505617978,0.976717930305388,0.0546808488785442,0.266129015118282,0.591799297726712,4,"c(""MAP3K5"", ""ARRB1"", ""DDX3X"")","3","Apoptosis","#663399"
"positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis",0.783838383838384,0.966608285692255,0.0573667426768556,0.613989637305699,0.823339123341233,1,"RPS3","3","Apoptosis","#663399"
"positive regulation of dendrite development",0.81010101010101,0.966608285692255,0.055826471778749,0.598445595854922,0.802495094902215,1,"OPA1","3","Synapse","#339933"
"positive regulation of dendrite extension",0.62020202020202,0.94329444858112,0.0686325631836726,0.686528497409326,0.920611256056654,1,"PLAA","3","Synapse","#339933"
"positive regulation of dendritic spine morphogenesis",0.41123595505618,0.935405669599218,0.0965629554309422,0.475195822454308,1.05670760434046,4,"c(""PAFAH1B1"", ""DNM1L"", ""OPA1"", ""KALRN"")","3","Synapse","#339933"
"positive regulation of dopamine uptake involved in synaptic transmission",0.092156862745098,0.66140236893398,0.206587922696891,-0.958549222797927,-1.27986788811265,1,"RAB3B","3","Synapse","#339933"
"positive regulation of endoplasmic reticulum calcium ion concentration",0.825490196078431,0.966608285692255,0.0535669384770951,-0.588082901554404,-0.785216244869112,1,"ATP2A2","3","Proteostasis","#C7B169"
"positive regulation of endothelial cell chemotaxis",0.0385738214129067,0.478076027315428,0.321775918075361,0.984455958549223,1.32012180113784,1,"HSPB1","3","Vasculature","#cccc00"
"positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway",0.0385738214129067,0.478076027315428,0.321775918075361,0.984455958549223,1.32012180113784,1,"HSPB1","3","Vasculature","#cccc00"
"positive regulation of endothelial cell migration",0.396145610278373,0.935405669599218,0.0959206777921745,0.636363636363636,1.06926243642005,2,"c(""AAMP"", ""ROCK2"")","3","Vasculature","#cccc00"
"positive regulation of excitatory postsynaptic potential",0.539393939393939,0.935405669599218,0.0756946307932749,0.727979274611399,0.976195331894036,1,"DLG4","3","Synapse","#339933"
"positive regulation of focal adhesion assembly",0.206060606060606,0.863722677871601,0.135740943810425,0.893782383419689,1.19853163524357,1,"ROCK1","3","Structural Stabilization","#ff9999"
"positive regulation of gene expression, epigenetic",0.216161616161616,0.863722677871601,0.132147260608774,0.88860103626943,1.19158362576389,1,"DEK","3","Epigenetic","#cc3333"
"positive regulation of heart contraction",0.866666666666667,0.966608285692255,0.0526973085708419,0.569948186528497,0.764281042764014,1,"ATP1A1","3","Vasculature","#cccc00"
"positive regulation of heart rate",0.825490196078431,0.966608285692255,0.0535669384770951,-0.588082901554404,-0.785216244869112,1,"ATP2A2","3","Vasculature","#cccc00"
"positive regulation of histone H3-K4 methylation",0.274747474747475,0.919027777777778,0.115240003147781,0.860103626943005,1.15336957362569,1,"SMAD4","3","Epigenetic","#cc3333"
"positive regulation of histone H3-K9 acetylation",0.274747474747475,0.919027777777778,0.115240003147781,0.860103626943005,1.15336957362569,1,"SMAD4","3","Epigenetic","#cc3333"
"positive regulation of histone H4 acetylation",0.472727272727273,0.935405669599218,0.0826646449123753,0.774611398963731,1.03872741721109,1,"ARRB1","3","Epigenetic","#cc3333"
"positive regulation of histone acetylation",0.171306209850107,0.826491571693881,0.155241966228839,0.776623376623377,1.30493660607998,2,"c(""RPS6KA5"", ""ARRB1"")","3","Epigenetic","#cc3333"
"positive regulation of histone deacetylation",0.161616161616162,0.806496335908101,0.155241966228839,0.914507772020725,1.22632367316226,1,"AKAP8L","3","Epigenetic","#cc3333"
"positive regulation of histone exchange",0.335353535353535,0.935405669599218,0.102449405629826,0.83160621761658,1.11515552148749,1,"TERF2IP","3","Epigenetic","#cc3333"
"positive regulation of histone phosphorylation",0.0808080808080808,0.66140236893398,0.224966093540314,0.958549222797927,1.28538175373948,1,"RPS6KA5","3","Epigenetic","#cc3333"
"positive regulation of intrinsic apoptotic signaling pathway",0.768959435626102,0.963651821791377,0.0519512476197082,-0.400225484917791,-0.77407440209193,3,"PRKRA","3","Apoptosis","#663399"
"positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator",0.547474747474747,0.935405669599218,0.0749278818393739,0.72279792746114,0.969247322414364,1,"RPL11","3","Apoptosis","#663399"
"positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage",0.783838383838384,0.966608285692255,0.0573667426768556,0.613989637305699,0.823339123341233,1,"RPS3","3","Apoptosis","#663399"
"positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",0.850505050505051,0.966608285692255,0.0535669384770951,0.577720207253886,0.774703056983524,1,"RPL26","3","Apoptosis","#663399"
"positive regulation of leukocyte adhesion to vascular endothelial cell",0.0963597430406852,0.66140236893398,0.211400189384923,0.831168831168831,1.39658767205884,2,"c(""ITGB2"", ""NFAT5"")","3","Vasculature","#cccc00"
"positive regulation of lipid catabolic process",0.980392156862745,0.98959495949595,0.0456790414930062,-0.507772020725389,-0.677984070459674,1,"PRKCE","3","Lipid Metabolism","#999999"
"positive regulation of long-term neuronal synaptic plasticity",0.680808080808081,0.94970198720659,0.0640703750499722,0.658031088082902,0.882397203918453,1,"EPHB2","3","Synapse","#339933"
"positive regulation of long-term synaptic potentiation",0.680808080808081,0.94970198720659,0.0640703750499722,0.658031088082902,0.882397203918453,1,"EPHB2","3","Synapse","#339933"
"positive regulation of mRNA splicing, via spliceosome",0.000106588349994622,0.0108506940294526,0.538434096309916,-0.994805194805195,-1.64161356231312,2,"c(""RBM3"", ""CIRBP"")","3","RNA Spliceosome","#0099ff"
"positive regulation of macroautophagy",0.301927194860814,0.931399649600934,0.112843355675562,0.680668057336479,1.14370580559857,2,"c(""SESN1"", ""LARP1"")","3","Autophagy","#9933ff"
"positive regulation of miRNA mediated inhibition of translation",0.698989898989899,0.94970198720659,0.0628003977812234,0.652849740932642,0.87544919443878,1,"EIF4G1","3","Proteostasis","#C7B169"
"positive regulation of microtubule nucleation",0.475374732334047,0.935405669599218,0.0855356947987884,0.594221744892775,0.998452699699434,2,"c(""HSPA1B"", ""PAK1"")","3","Structural Stabilization","#ff9999"
"positive regulation of microtubule polymerization",0.728051391862955,0.94970198720659,0.0636424081651019,0.483116883116883,0.811766584384201,2,"c(""RPS3"", ""PAK1"")","3","Structural Stabilization","#ff9999"
"positive regulation of mitochondrial depolarization",0.56969696969697,0.935405669599218,0.0728938564822936,0.707253886010363,0.948403293975345,1,"RACK1","3","Mitochondrial Metabolism","#99cc99"
"positive regulation of mitochondrial fission",0.553535353535354,0.935405669599218,0.0743625384422526,0.717616580310881,0.962299312934691,1,"DNM1L","3","Mitochondrial Metabolism","#99cc99"
"positive regulation of mitochondrial fusion",0.81010101010101,0.966608285692255,0.055826471778749,0.598445595854922,0.802495094902215,1,"OPA1","3","Mitochondrial Metabolism","#99cc99"
"positive regulation of mitochondrial membrane permeability",0.17979797979798,0.843476237024624,0.14641623786055,0.906735751295337,1.21590165894275,1,"HEBP2","3","Mitochondrial Metabolism","#99cc99"
"positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",0.937254901960784,0.976717930305388,0.0477342401407188,-0.536269430051813,-0.716034196863022,1,"GSK3B","3","Mitochondrial Metabolism","#99cc99"
"positive regulation of mitochondrial translation",0.476470588235294,0.935405669599218,0.0806388495950661,-0.764248704663212,-1.02043520808981,1,"TRMT10C","3","Mitochondrial Metabolism","#99cc99"
"positive regulation of mitochondrial translation",0.476470588235294,0.935405669599218,0.0806388495950661,-0.764248704663212,-1.02043520808981,1,"TRMT10C","3","Proteostasis","#C7B169"
"positive regulation of mitochondrial translation",0.476470588235294,0.935405669599218,0.0806388495950661,-0.764248704663212,-1.02043520808981,1,"TRMT10C","3","Mitochondrial Metabolism","#99cc99"
"positive regulation of mitochondrial translation",0.476470588235294,0.935405669599218,0.0806388495950661,-0.764248704663212,-1.02043520808981,1,"TRMT10C","3","Proteostasis","#C7B169"
"positive regulation of mitochondrion organization",0.937254901960784,0.976717930305388,0.0477342401407188,-0.536269430051813,-0.716034196863022,1,"GSK3B","3","Mitochondrial Metabolism","#99cc99"
"positive regulation of neuron apoptotic process",0.34475374732334,0.935405669599218,0.104343952581949,0.65861400626978,1.10664905529262,2,"c(""CTSZ"", ""NF1"")","3","Apoptosis","#663399"
"positive regulation of neuron death",0.325581395348837,0.935405669599218,0.11331290842208,0.468586387434555,1.12615217267407,5,"c(""ITGB2"", ""MAP3K5"", ""AIMP2"", ""GRIN2B"", ""GSK3B"")","3","Apoptosis","#663399"
"positive regulation of oligodendrocyte differentiation",0.568627450980392,0.935405669599218,0.0714786287425507,-0.72020725388601,-0.961630467284639,1,"RHEB","3","Myelination","#996633"
"positive regulation of proteasomal protein catabolic process",0.525252525252525,0.935405669599218,0.0770736734944102,0.735751295336788,0.986617346113546,1,"PSMC6","3","Proteostasis","#C7B169"
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process",0.429213483146067,0.935405669599218,0.0940503465727813,0.467362924281984,1.03928934712606,4,"c(""HSPA1B"", ""USP5"", ""RACK1"")","3","Proteostasis","#C7B169"
"positive regulation of protein localization to endoplasmic reticulum",0.844444444444444,0.966608285692255,0.0538979025357319,0.580310880829016,0.77817706172336,1,"RTN4","3","Proteostasis","#C7B169"
"positive regulation of release of cytochrome c from mitochondria",0.893457943925234,0.976717930305388,0.0477342401407188,-0.428841765711399,-0.707668659506744,2,"FAM162A","3","Mitochondrial Metabolism","#99cc99"
"positive regulation of stress fiber assembly",0.728051391862955,0.94970198720659,0.0636424081651019,0.483116883116883,0.811766584384201,2,"c(""ROCK2"", ""PAK1"")","3","Structural Stabilization","#ff9999"
"positive regulation of substrate adhesion-dependent cell spreading",0.64040404040404,0.94329444858112,0.0670512579829467,0.678756476683938,0.910189241837144,1,"P4HB","3","Structural Stabilization","#ff9999"
"positive regulation of superoxide anion generation",0.117171717171717,0.66140236893398,0.184706471207739,0.937823834196891,1.25758971582079,1,"ITGB2","3","Oxidative Stress","#ffcc66"
"positive regulation of synapse assembly",0.998130841121495,1,0.0426733861156084,-0.342857142857143,-0.56577804236379,2,"c(""LRRC4B"", ""EPHB2"")","3","Synapse","#339933"
"positive regulation of synaptic plasticity",0.680808080808081,0.94970198720659,0.0640703750499722,0.658031088082902,0.882397203918453,1,"EPHB2","3","Synapse","#339933"
"positive regulation of synaptic transmission",0.539393939393939,0.935405669599218,0.0756946307932749,0.727979274611399,0.976195331894036,1,"DLG4","3","Synapse","#339933"
"positive regulation of synaptic transmission, GABAergic",0.980392156862745,0.98959495949595,0.0456790414930062,-0.507772020725389,-0.677984070459674,1,"PRKCE","3","Synapse","#339933"
"positive regulation of synaptic transmission, glutamatergic",0.250980392156863,0.906021415658462,0.119348440591015,-0.878238341968912,-1.17263571370321,1,"CACNG3","3","Synapse","#339933"
"positive regulation of synaptic vesicle endocytosis",0.974304068522484,0.98959495949595,0.0499913914024592,0.335064935064935,0.56299940529872,2,"DNM1L","3","Synapse","#339933"
"positive regulation of synaptic vesicle exocytosis",0.680373831775701,0.94970198720659,0.0603786357920401,-0.528712374253121,-0.87247373522879,2,"SLC4A8","3","Synapse","#339933"
"positive regulation of synaptic vesicle recycling",0.60813704496788,0.94329444858112,0.0725351864394589,0.52987012987013,0.89032464093751,2,"c(""PLAA"", ""DNM3"")","3","Synapse","#339933"
"positive regulation of telomere capping",0.301010101010101,0.931399649600934,0.109250039480711,0.847150259067358,1.13599954992651,1,"NEK7","3","Epigenetic","#cc3333"
"positive regulation of telomere maintenance via telomerase",0.301010101010101,0.931399649600934,0.109250039480711,0.847150259067358,1.13599954992651,1,"NEK7","3","Epigenetic","#cc3333"
