"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","state","Biodomain","color"
"cell junction",0.652459016393443,0.985251467779586,0.0916795246008379,-0.158627551127452,-0.887886956986473,77,"c(""SLC4A10"", ""MRPS18B"", ""CBARP"", ""CBLN4"", ""NRN1"", ""RPH3A"", ""PJA2"", ""SYT12"", ""CPLX3"", ""SNAP25"", ""LRRC4B"", ""CABP1"", ""CPLX1"", ""SHISA7"", ""SYNPO"", ""ARHGEF2"", ""CACNG8"", ""LZTS3"", ""GAD2"")","4","Structural Stabilization","#ff9999"
"cell junction assembly",0.873684210526316,0.998954259017818,0.0542315935495841,0.562770562770563,0.743177439342454,1,"OPHN1","4","Structural Stabilization","#ff9999"
"cell migration involved in vasculogenesis",0.827651515151515,0.998954259017818,0.0518457624865066,-0.58008658008658,-0.780438746753605,1,"RTN4","4","Vasculature","#cccc00"
"cell-cell adhesion",0.0667838312829526,0.541600576784427,0.231126709673834,0.518220755032836,1.54626317068402,12,"c(""NTN1"", ""CD44"", ""ICAM1"", ""PDLIM5"", ""ARVCF"", ""FAT1"", ""CDH20"")","4","Structural Stabilization","#ff9999"
"cell-cell adhesion mediated by cadherin",0.494318181818182,0.925954462784132,0.0768736734126542,-0.739177489177489,-0.994476985135657,1,"CTNND1","4","Structural Stabilization","#ff9999"
"cell-cell adhesion via plasma-membrane adhesion molecules",0.710300429184549,0.998954259017818,0.0649407684612899,-0.423107376656787,-0.81799786007485,3,"c(""CDH10"", ""CDH8"")","4","Structural Stabilization","#ff9999"
"cell-cell contact zone",0.0219107947015652,0.272145981809123,0.352487857583619,0.827548806941432,1.55441587511128,3,"c(""AHNAK"", ""FLOT2"", ""GJA1"")","4","Structural Stabilization","#ff9999"
"cell-cell junction",0.316546762589928,0.885696835216066,0.0988903007520636,0.402644271326624,1.14024772111971,10,"c(""APP"", ""FAT1"", ""ADD3"", ""WDR1"", ""CSK"", ""DLG3"", ""MAGI1"", ""ADGRB1"", ""JCAD"", ""CTNND1"")","4","Structural Stabilization","#ff9999"
"cell-cell junction assembly",0.729306487695749,0.998954259017818,0.0656813601934011,-0.334014261627078,-0.783462512693289,5,"c(""CTNND1"", ""CDH10"", ""CDH8"")","4","Structural Stabilization","#ff9999"
"cell-matrix adhesion",0.0213917111765536,0.270015578388227,0.352487857583619,0.682263329706202,1.63365445591101,6,"c(""CD44"", ""ITGB8"", ""CCN2"", ""ITGAV"", ""ITGA7"", ""L1CAM"")","4","Structural Stabilization","#ff9999"
"cell-substrate adhesion",0.866666666666667,0.998954259017818,0.0513223330421143,0.419660672419372,0.685961213149438,2,"c(""ITGAV"", ""ATP1B2"")","4","Structural Stabilization","#ff9999"
"cellular lipid metabolic process",0.328421052631579,0.885696835216066,0.106323255932708,0.8495670995671,1.12191209593043,1,"LPIN1","4","Lipid Metabolism","#999999"
"cellular response to amyloid-beta",0.0268763121836942,0.304792960633923,0.352487857583619,0.646340643979336,1.62723226590356,7,"c(""APP"", ""ICAM1"", ""BACE1"", ""GJA1"")","4","APP Metabolism","#ff6600"
"cellular response to cell-matrix adhesion",0.482105263157895,0.925954462784132,0.0838361057159929,0.774891774891775,1.02329816647922,1,"GSTP1","4","Structural Stabilization","#ff9999"
"cellular response to cholesterol",0.317596566523605,0.885696835216066,0.109684061970549,-0.579857534356278,-1.12104455847498,3,"HMGCS1","4","Lipid Metabolism","#999999"
"cellular response to glucocorticoid stimulus",0.354901960784314,0.885696835216066,0.0972150808846466,0.696641386782232,1.13870324815594,2,"c(""GSTP1"", ""UBE2L3"")","4","Lipid Metabolism","#999999"
"cellular response to hydrogen peroxide",0.586206896551724,0.971216190819251,0.066132620475844,0.431623858467161,0.897013435805993,4,"c(""MAP3K5"", ""PARK7"", ""PRKAA1"")","4","Oxidative Stress","#ffcc66"
"cellular response to hydroperoxide",0.410526315789474,0.917533934206545,0.0928481214159878,0.807359307359307,1.06617378797975,1,"DAPK1","4","Oxidative Stress","#ffcc66"
"cellular response to interferon-gamma",0.121597096188748,0.66306430500136,0.170932335370056,0.665289956150541,1.38262521328908,4,"c(""ICAM1"", ""DAPK1"", ""GAPDH"")","4","Immune Response","#99cccc"
"cellular response to lipopolysaccharide",0.115315315315315,0.64144522347184,0.175204047558551,0.630356438231969,1.41552147408913,5,"c(""ICAM1"", ""PDCD4"", ""GSTP1"", ""UPF1"")","4","Lipid Metabolism","#999999"
"cellular response to oxidative stress",0.238095238095238,0.848790541273457,0.133554954557592,-0.381509287135595,-1.20121381333535,11,"c(""CHCHD2"", ""PYCR2"")","4","Oxidative Stress","#ffcc66"
"cellular response to reactive oxygen species",0.627697841726619,0.985251467779586,0.0623861492893626,0.361957084121265,0.866692928634894,6,"c(""MAPK3"", ""MAPK1"", ""PARK7"")","4","Oxidative Stress","#ffcc66"
"cellular response to steroid hormone stimulus",0.827586206896552,0.998954259017818,0.0498907356726307,0.333333333333333,0.692743166848704,4,"c(""UBE2L3"", ""ATP1A1"", ""ATP1A3"", ""ATP1A2"")","4","Lipid Metabolism","#999999"
"cellular response to testosterone stimulus",0.685598377281947,0.993602414917961,0.0639271933359996,-0.507846893055254,-0.853476043317043,2,"AACS","4","Lipid Metabolism","#999999"
"cellular response to unfolded protein",0.00742978616856548,0.151007991607857,0.407017918923954,0.873101952277657,1.63998005172291,3,"c(""HSPB8"", ""BAG3"", ""HSPA1B"")","4","Proteostasis","#C7B169"
"cellular response to vascular endothelial growth factor stimulus",0.000550064253471074,0.0253191340200656,0.477270815362862,0.986998916576381,1.61331051177304,2,"c(""HSPB1"", ""MT1G"")","4","Vasculature","#cccc00"
"cellular sphingolipid homeostasis",0.827651515151515,0.998954259017818,0.0518457624865066,-0.58008658008658,-0.780438746753605,1,"RTN4","4","Lipid Metabolism","#999999"
"central nervous system myelin formation",0.926136363636364,0.998954259017818,0.0466948041282054,-0.528138528138528,-0.710548709730894,1,"TENM4","4","Myelination","#996633"
"central nervous system myelin maintenance",0.0757894736842105,0.541600576784427,0.237793834423688,0.967532467532468,1.27769352071568,1,"CLU","4","Myelination","#996633"
"central nervous system vasculogenesis",0.827651515151515,0.998954259017818,0.0518457624865066,-0.58008658008658,-0.780438746753605,1,"RTN4","4","Vasculature","#cccc00"
"ceramide biosynthetic process",0.654736842105263,0.985251467779586,0.0679922591544058,0.688311688311688,0.908963175811155,1,"CERS6","4","Lipid Metabolism","#999999"
"cerebellar mossy fiber",0.113590263691684,0.64144522347184,0.188204146308491,-0.798483206933911,-1.34191288246183,2,"c(""LRRC4B"", ""CACNG2"")","4","Synapse","#339933"
"chaperone binding",0.0647482014388489,0.541600576784427,0.237793834423688,0.531182102065602,1.50425381536983,10,"c(""CLU"", ""DNAJB2"", ""BAG3"", ""HSPB6"")","4","Proteostasis","#C7B169"
"chaperone cofactor-dependent protein refolding",0.664179104477612,0.985251467779586,0.0614364107201271,0.447939262472885,0.841381070014361,3,"c(""HSPA1B"", ""GAK"", ""ERO1A"")","4","Proteostasis","#C7B169"
"chaperone complex",0.162313432835821,0.744725375530329,0.148261500475107,0.697675372762554,1.31046974631557,3,"c(""HSPB8"", ""BAG3"")","4","Proteostasis","#C7B169"
"chaperone-mediated autophagy",0.244210526315789,0.856917132084917,0.126253987849115,0.884199134199134,1.16764609219766,1,"BAG3","4","Autophagy","#9933ff"
"chaperone-mediated protein complex assembly",0.00639132251462077,0.139609570653465,0.407017918923954,0.878035687874439,1.64924727182027,3,"c(""APCS"", ""CLU"")","4","Proteostasis","#C7B169"
"chaperone-mediated protein folding",0.0018894911717075,0.0652324511041906,0.45505986738723,0.876221498371335,1.82098936692802,4,"c(""HSPB1"", ""CLU"", ""DNAJB2"", ""HSPB6"")","4","Proteostasis","#C7B169"
"chemical synaptic transmission",0.322950819672131,0.885696835216066,0.0922597260527354,0.310454731888108,1.13638779231018,23,"c(""CARTPT"", ""HTR1A"", ""SYN2"", ""NPTX1"", ""MAPK1"", ""RPS6KA2"", ""DTNA"", ""GABRA3"")","4","Synapse","#339933"
"cholesterol binding",0.255578093306288,0.859501195322091,0.120433371642259,-0.705308775731311,-1.18532603321933,2,"c(""OSBPL3"", ""OSBPL8"")","4","Lipid Metabolism","#999999"
"cholesterol biosynthetic process",0.00208644030845865,0.0666383486273018,0.431707695803346,-0.755051291132006,-1.891775012075,6,"c(""HMGCS1"", ""CYP51A1"", ""FDFT1"", ""NSDHL"")","4","Lipid Metabolism","#999999"
"cholesterol biosynthetic process via 24,25-dihydrolanosterol",0.0643939393939394,0.541600576784427,0.245041785430996,-0.965367965367965,-1.29878985467204,1,"CYP51A1","4","Lipid Metabolism","#999999"
"cholesterol catabolic process",0.726315789473684,0.998954259017818,0.0629394692018967,0.646103896103896,0.853224867860471,1,"SNX17","4","Lipid Metabolism","#999999"
"cholesterol homeostasis",0.981744421906694,0.999248597446789,0.0471642455670861,-0.315276273022752,-0.529846199180992,2,"c(""ACOX1"", ""EHD1"")","4","Lipid Metabolism","#999999"
"cholesterol metabolic process",0.155056179775281,0.724366929397954,0.16823816568964,-0.480628934252703,-1.34379527031287,8,"c(""HMGCS1"", ""CYP51A1"", ""FDFT1"", ""NSDHL"")","4","Lipid Metabolism","#999999"
"cholinergic synapse",0.410984848484849,0.917533934206545,0.086794975677172,-0.79004329004329,-1.0629109797204,1,"DLGAP4","4","Synapse","#339933"
"chromatin silencing",0.401960784313726,0.905134715756806,0.0899860794997137,0.66522210184182,1.08734649201827,2,"c(""MORF4L2"", ""UBR2"")","4","Epigenetic","#cc3333"
"chromatin-mediated maintenance of transcription",0.303157894736842,0.885696835216066,0.11146266692298,0.861471861471861,1.13763315714729,1,"PADI2","4","Epigenetic","#cc3333"
"chronic inflammatory response",0.374736842105263,0.885696835216066,0.0982123351217438,0.825757575757576,1.09046997349672,1,"GJA1","4","Immune Response","#99cccc"
"circadian regulation of translation",0.494736842105263,0.925954462784132,0.0824344091527096,0.769480519480519,1.01615222956247,1,"RBM4","4","Proteostasis","#C7B169"
"cis-Golgi network",0.871853546910755,0.998954259017818,0.0582216241124161,-0.249165469592281,-0.653730340796593,7,"c(""NUCB1"", ""GBF1"", ""TRAPPC6B"", ""COG3"", ""SCFD1"", ""HOOK3"")","4","Proteostasis","#C7B169"
"clathrin coat of trans-Golgi network vesicle",0.359848484848485,0.885696835216066,0.0943563635421779,-0.814935064935065,-1.09639995579378,1,"NCALD","4","Proteostasis","#C7B169"
"clathrin-dependent endocytosis",0.768627450980392,0.998954259017818,0.0568864160475701,0.48104008667389,0.786289645693996,2,"c(""GAK"", ""SGIP1"")","4","Endolysosome","#3366cc"
"clathrin-dependent synaptic vesicle endocytosis",0.956439393939394,0.998954259017818,0.0452247443372884,-0.515151515151515,-0.693076200475216,1,"ITSN2","4","Synapse","#339933"
"co-translational protein modification",0.857954545454545,0.998954259017818,0.0501934252649434,-0.568181818181818,-0.764422279935901,1,"STT3B","4","Proteostasis","#C7B169"
"collagen fibril organization",0.162313432835821,0.744725375530329,0.148261500475107,0.699115033827397,1.31317391553822,3,"c(""PLEC"", ""DST"")","4","Structural Stabilization","#ff9999"
"collagen-containing extracellular matrix",5.79520638909367e-06,0.000362779919957264,0.610526878385931,0.689920754157808,2.44777928974163,20,"c(""MDK"", ""APCS"", ""CTHRC1"", ""ITIH4"", ""SPARC"", ""CLU"", ""ICAM1"", ""GPC4"", ""TIMP2"", ""S100A6"", ""SDC2"")","4","Structural Stabilization","#ff9999"
"complement activation",1.13654578593339e-05,0.000635247912494912,0.593325476396405,0.960912052117264,1.9969957741404,4,"c(""RGCC"", ""CLU"", ""CFHR1"", ""C4A"")","4","Immune Response","#99cccc"
"complement activation, classical pathway",1.13654578593339e-05,0.000635247912494912,0.593325476396405,0.960912052117264,1.9969957741404,4,"c(""APCS"", ""CLU"", ""C4BPA"", ""C4A"")","4","Immune Response","#99cccc"
"connexin complex",0.374736842105263,0.885696835216066,0.0982123351217438,0.825757575757576,1.09046997349672,1,"GJA1","4","Structural Stabilization","#ff9999"
"cornified envelope assembly",0.656842105263158,0.985251467779586,0.0678338263479455,0.687229437229437,0.907533988427804,1,"STX2","4","Lipid Metabolism","#999999"
"coronary vasculature development",0.726315789473684,0.998954259017818,0.0629394692018967,0.646103896103896,0.853224867860471,1,"SNX17","4","Vasculature","#cccc00"
"cortical actin cytoskeleton",0.30410447761194,0.885696835216066,0.103576326612592,0.627982646420824,1.17956329186033,3,"c(""FLOT2"", ""MYRIP"", ""WDR1"")","4","Structural Stabilization","#ff9999"
"cortical actin cytoskeleton organization",0.972631578947368,0.998954259017818,0.0492917662312669,0.520562770562771,0.68743913139177,1,"ROCK2","4","Structural Stabilization","#ff9999"
"cortical cytoskeleton",0.742424242424242,0.998954259017818,0.0568864160475701,-0.623376623376623,-0.838680444272531,1,"NSMF","4","Structural Stabilization","#ff9999"
"cortical cytoskeleton organization",0.757894736842105,0.998954259017818,0.0609039347452418,0.626623376623377,0.827499494960155,1,"WDR1","4","Structural Stabilization","#ff9999"
"cortical endoplasmic reticulum",0.988235294117647,0.999248597446789,0.0453152441270267,0.295774647887324,0.483461876744281,2,"c(""ASPH"", ""OSBPL8"")","4","Structural Stabilization","#ff9999"
"cortical endoplasmic reticulum",0.988235294117647,0.999248597446789,0.0453152441270267,0.295774647887324,0.483461876744281,2,"c(""ASPH"", ""OSBPL8"")","4","Proteostasis","#C7B169"
"cortical endoplasmic reticulum",0.988235294117647,0.999248597446789,0.0453152441270267,0.295774647887324,0.483461876744281,2,"c(""ASPH"", ""OSBPL8"")","4","Structural Stabilization","#ff9999"
"cortical endoplasmic reticulum",0.988235294117647,0.999248597446789,0.0453152441270267,0.295774647887324,0.483461876744281,2,"c(""ASPH"", ""OSBPL8"")","4","Proteostasis","#C7B169"
"cortical microtubule plus-end",0.541052631578947,0.953552680914886,0.0776798560117236,0.746753246753247,0.986139294512102,1,"PDE4DIP","4","Structural Stabilization","#ff9999"
"cysteine-type endopeptidase activator activity involved in apoptotic process",0.814393939393939,0.998954259017818,0.0525898950623616,-0.586580086580087,-0.789175001381444,1,"RACK1","4","Apoptosis","#663399"
"cysteine-type endopeptidase activity",0.631372549019608,0.985251467779586,0.0662842187012672,0.537378114842904,0.878377622216716,2,"c(""USP47"", ""USP5"")","4","Proteostasis","#C7B169"
"cytochrome-c oxidase activity",0.242489270386266,0.856917132084917,0.128142916898415,-0.620390455531453,-1.19940727350457,3,"c(""COX7A2L"", ""NDUFA4"", ""COX5B"")","4","Mitochondrial Metabolism","#99cc99"
"cytokine receptor activity",0.0694736842105263,0.541600576784427,0.248911114434702,0.972943722943723,1.28483945763243,1,"CD44","4","Immune Response","#99cccc"
"cytokine-mediated signaling pathway",0.881508078994614,0.998954259017818,0.0465084048719156,0.243352007002197,0.636939827000803,8,"c(""ICAM1"", ""ZC3H15"", ""UBC"", ""CRKL"", ""CSK"", ""CRK"")","4","Immune Response","#99cccc"
"cytolysis by host of symbiont cells",0.0863157894736842,0.569975571840995,0.222056046145248,0.963203463203463,1.27197677118228,1,"CFHR1","4","Immune Response","#99cccc"
"cytoplasmic microtubule",0.812631578947368,0.998954259017818,0.057609110864425,0.598484848484849,0.790340622993032,1,"ARL3","4","Structural Stabilization","#ff9999"
"cytoplasmic microtubule organization",0.441704035874439,0.925954462784132,0.0922597260527354,-0.404787812840044,-1.01419264958174,6,"c(""PCM1"", ""CHP1"", ""HOOK3"", ""CCDC88A"", ""SPAST"", ""DST"")","4","Structural Stabilization","#ff9999"
"cytoplasmic side of early endosome membrane",0.827368421052632,0.998954259017818,0.0567672387487446,0.58982683982684,0.778907123926225,1,"RAB21","4","Endolysosome","#3366cc"
"cytoplasmic side of lysosomal membrane",0.180392156862745,0.772535863958736,0.143758989039275,0.787822751059773,1.28774480331492,2,"c(""GFAP"", ""EEF1A2"")","4","Endolysosome","#3366cc"
"cytoplasmic side of rough endoplasmic reticulum membrane",0.691683569979716,0.996932258226745,0.0635007968065945,-0.504875406283857,-0.848482229616297,2,"c(""RPL27"", ""RPS28"")","4","Proteostasis","#C7B169"
"cytoplasmic translation",6.87790988438234e-05,0.00347223515130915,0.538434096309916,-0.457166080289906,-2.25043044985238,43,"c(""RPS27A"", ""RPL26"", ""RPS8"", ""RPL27A"", ""RPS25"", ""RPS5"", ""RPS27"", ""RPS2"", ""RPL27"", ""RPL10"", ""RPS23"", ""RPS10"", ""RPL18A"", ""RPS3"", ""RPL36A"", ""RPL32"", ""RPS4X"", ""RPL23A"", ""RPL30"", ""RPS9"", ""RPL3"", ""RPL38"", ""RPS3A"", ""RPS19"", ""RPL15"", ""RPLP0"", ""RPL11"", ""RPL9"", ""RPL22"", ""RPS16"", ""RPS12"", ""RPS11"", ""RPL35A"", ""RPL7"", ""RPS17"", ""RPS14"", ""RPL21"", ""RPL12"", ""RPS28"", ""RPL17"", ""RPL5"")","4","Proteostasis","#C7B169"
"cytoplasmic ubiquitin ligase complex",0.833684210526316,0.998954259017818,0.0564118388217596,0.585497835497836,0.773190374392822,1,"ATG3","4","Proteostasis","#C7B169"
"cytoskeleton",0.383426966292135,0.886356281015053,0.0745500777420554,0.205495797547672,1.03431454648318,85,"c(""HSPB1"", ""PLEC"", ""RGCC"", ""GFAP"", ""CLU"", ""DGKG"", ""MAP4"", ""MAPK3"", ""ANK2"", ""PBXIP1"", ""MAPK1"", ""CAMK2B"", ""HSPA1B"", ""CCSAP"", ""CSNK1D"", ""MAP2K6"", ""MAP2K1"")","4","Structural Stabilization","#ff9999"
"cytoskeleton organization",0.0800711743772242,0.555708987611457,0.211400189384923,0.50462223697298,1.47875575803427,11,"c(""MDK"", ""ANK2"", ""DPYSL2"", ""MAST4"", ""ADD3"", ""DIAPH1"", ""TPM1"", ""DST"", ""MICAL3"")","4","Structural Stabilization","#ff9999"
"cytosolic large ribosomal subunit",0.00251487490137644,0.0771399423397887,0.431707695803346,-0.498891352549889,-2.03497352202244,23,"c(""MRPL1"", ""RPL26"", ""RPL27A"", ""RPL27"", ""RPL10"", ""RPL18A"", ""RPL36A"", ""RPL32"", ""RPL23A"", ""RPL30"", ""RPL3"", ""RPL38"", ""RPL15"", ""RPLP0"", ""RPL11"", ""RPL9"", ""RPL22"", ""RPL35A"", ""RPL7"", ""RPL21"", ""RPL12"", ""RPL17"", ""RPL5"")","4","Proteostasis","#C7B169"
"cytosolic proteasome complex",0.53862660944206,0.953552680914886,0.0789209638180035,-0.489549208354873,-0.946450539340175,3,"UCHL5","4","Proteostasis","#C7B169"
"cytosolic ribosome",4.65280899782745e-06,0.000303401920066665,0.610526878385931,-0.508474576271186,-2.4284541560631,40,"c(""RPS27A"", ""RPL26"", ""RPS8"", ""RPL27A"", ""RPS25"", ""RPS5"", ""RPS27"", ""RPS2"", ""RPL27"", ""RPL10"", ""RPS23"", ""RPS10"", ""RPL18A"", ""RPS3"", ""RPL36A"", ""RPL32"", ""RPS4X"", ""RPL23A"", ""RPL30"", ""RPS9"", ""RPL3"", ""RPL38"", ""RPS3A"", ""RPS19"", ""RPL15"", ""RPLP0"", ""RPL11"", ""RPL9"", ""RPL22"", ""RPS16"", ""RPS12"", ""RPS11"", ""RPL35A"", ""RPL7"", ""RPS17"", ""RPS14"", ""RPL21"", ""RPL12"", ""RPL17"", ""RPL5"")","4","Proteostasis","#C7B169"
"cytosolic small ribosomal subunit",0.00256311629499617,0.0771399423397887,0.431707695803346,-0.514917127071823,-2.00180481538902,20,"c(""RPS27A"", ""MRPS11"", ""RPS8"", ""RPS25"", ""RPS5"", ""RPS27"", ""RPS2"", ""RPS23"", ""RPS10"", ""RPS3"", ""RPS4X"", ""RPS9"", ""RPS3A"", ""RPS19"", ""RPS16"", ""RPS12"", ""RPS11"", ""RPS17"", ""RPS14"", ""RPS28"")","4","Proteostasis","#C7B169"
"deadenylation-dependent decapping of nuclear-transcribed mRNA",0.303030303030303,0.885696835216066,0.104732821580651,-0.838744588744589,-1.12843288942919,1,"NOCT","4","Proteostasis","#C7B169"
"defense response to Gram-negative bacterium",0.161524500907441,0.744725375530329,0.14641623786055,0.638721852084095,1.32741059564462,4,"c(""CHGA"", ""RPS19"", ""RPL30"", ""ADGRB1"")","4","Immune Response","#99cccc"
"defense response to Gram-positive bacterium",0.0230278156079195,0.281551026768703,0.352487857583619,0.903623121295207,1.47702763983116,2,"c(""CHGA"", ""TBK1"")","4","Immune Response","#99cccc"
"defense response to bacterium",0.639925373134328,0.985251467779586,0.0632191170859458,0.458086892713326,0.860441743425031,3,"c(""CHGA"", ""NOTCH2"")","4","Immune Response","#99cccc"
"defense response to fungus",0.147058823529412,0.706506950972147,0.160801401070022,0.802210776535627,1.31126291701698,2,"c(""CHGA"", ""GAPDH"")","4","Immune Response","#99cccc"
"defense response to virus",0.821238938053097,0.998954259017818,0.0490939668192139,0.277777777777778,0.699335508236182,7,"c(""TRIM25"", ""SAMHD1"", ""TBK1"", ""ABCE1"", ""ITCH"", ""NT5C3A"", ""STAT2"")","4","Immune Response","#99cccc"
"dendrite",0.3640625,0.885696835216066,0.0828962134571565,0.242159381241007,1.06735219864638,48,"c(""SLC38A2"", ""SCGN"", ""CCK"", ""C4A"", ""HTR1A"", ""PCSK2"", ""BMPR1A"", ""CLSTN2"", ""CRTC1"")","4","Synapse","#339933"
"dendrite cytoplasm",0.924460431654676,0.998954259017818,0.0444181153081573,0.241397206775936,0.578016735361991,6,"c(""MAPK1"", ""FLOT2"")","4","Synapse","#339933"
"dendrite development",0.00363681564251699,0.0964206557753528,0.431707695803346,0.791121952339283,1.77653474167812,5,"c(""APP"", ""NTN1"", ""CRKL"")","4","Synapse","#339933"
"dendrite extension",0.766315789473684,0.998954259017818,0.0603786357920401,0.622294372294372,0.821782745426752,1,"SLC9A6","4","Synapse","#339933"
"dendrite membrane",0.77843137254902,0.998954259017818,0.0562940749700968,0.472826244719574,0.772863615184352,2,"c(""GABRA3"", ""GABRA1"")","4","Synapse","#339933"
"dendrite morphogenesis",0.534368070953437,0.953552680914886,0.0810802057550866,-0.431287523073764,-0.928901829075049,4,"c(""PREX2"", ""MAP2"", ""DCLK1"")","4","Synapse","#339933"
"dendritic branch",0.373106060606061,0.885696835216066,0.0922597260527354,-0.807359307359307,-1.08620765872797,1,"MAP2","4","Synapse","#339933"
"dendritic cell chemotaxis",0.366315789473684,0.885696835216066,0.0995791200495904,0.826839826839827,1.09189916088007,1,"ANO6","4","Immune Response","#99cccc"
"dendritic cell proliferation",0.972631578947368,0.998954259017818,0.0492917662312669,0.519480519480519,0.686009944008419,1,"TBK1","4","Immune Response","#99cccc"
"dendritic filopodium",0.373106060606061,0.885696835216066,0.0922597260527354,-0.807359307359307,-1.08620765872797,1,"MAP2","4","Synapse","#339933"
"dendritic growth cone",0.373106060606061,0.885696835216066,0.0922597260527354,-0.807359307359307,-1.08620765872797,1,"MAP2","4","Synapse","#339933"
"dendritic shaft",0.132462686567164,0.679685588451187,0.165656695205483,0.720459258905335,1.35326557179439,3,"c(""APP"", ""DLG3"")","4","Synapse","#339933"
"dendritic spine",0.495169082125604,0.925954462784132,0.0899860794997137,-0.255948968868594,-0.957105073258444,18,"c(""RPH3A"", ""SYNPO"", ""LZTS3"", ""SIPA1L1"", ""CTNND1"", ""DGKI"", ""ADGRB1"", ""SHANK2"", ""ATP1A2"", ""GRM3"", ""NOS1"", ""ASAP1"")","4","Synapse","#339933"
"dendritic spine development",0.766315789473684,0.998954259017818,0.0603786357920401,0.622294372294372,0.821782745426752,1,"SLC9A6","4","Synapse","#339933"
"dendritic spine head",0.962105263157895,0.998954259017818,0.0497903187820785,0.524891774891775,0.693155880925173,1,"DNM3","4","Synapse","#339933"
"dendritic spine membrane",0.691683569979716,0.996932258226745,0.0635007968065945,-0.504566179510605,-0.847962550070095,2,"SHISA7","4","Synapse","#339933"
"dendritic spine morphogenesis",0.621212121212121,0.985251467779586,0.0653834195468773,-0.686147186147186,-0.923130905674973,1,"SHANK2","4","Synapse","#339933"
"desmosome",0.658947368421053,0.985251467779586,0.0676760401641789,0.680735930735931,0.898958864127699,1,"UBA1","4","Structural Stabilization","#ff9999"
"detection of oxidative stress",0.486315789473684,0.925954462784132,0.0833634065110386,0.773809523809524,1.02186897909587,1,"PARK7","4","Oxidative Stress","#ffcc66"
"diacylglycerol metabolic process",0.758314855875831,0.998954259017818,0.0633597010643758,-0.351817890898201,-0.757741100478743,4,"c(""DGKZ"", ""DGKH"", ""DGKI"")","4","Lipid Metabolism","#999999"
"distal axon",0.638257575757576,0.985251467779586,0.0640703750499722,-0.676406926406926,-0.910026523733215,1,"KIF5C","4","Synapse","#339933"
"distal dendrite",0.373106060606061,0.885696835216066,0.0922597260527354,-0.807359307359307,-1.08620765872797,1,"MAP2","4","Synapse","#339933"
"dolichol-linked oligosaccharide biosynthetic process",0.265263157894737,0.871146406405106,0.120433371642259,0.878787878787879,1.16050015528091,1,"DPAGT1","4","Proteostasis","#C7B169"
"dolichyl diphosphate biosynthetic process",0.265263157894737,0.871146406405106,0.120433371642259,0.878787878787879,1.16050015528091,1,"DPAGT1","4","Lipid Metabolism","#999999"
"dolichyl diphosphate biosynthetic process",0.265263157894737,0.871146406405106,0.120433371642259,0.878787878787879,1.16050015528091,1,"DPAGT1","4","Proteostasis","#C7B169"
"dolichyl diphosphate biosynthetic process",0.265263157894737,0.871146406405106,0.120433371642259,0.878787878787879,1.16050015528091,1,"DPAGT1","4","Lipid Metabolism","#999999"
"dolichyl diphosphate biosynthetic process",0.265263157894737,0.871146406405106,0.120433371642259,0.878787878787879,1.16050015528091,1,"DPAGT1","4","Proteostasis","#C7B169"
"dolichyl-phosphate beta-D-mannosyltransferase activity",0.363636363636364,0.885696835216066,0.0937465422491719,-0.811688311688312,-1.09203182847986,1,"DPM1","4","Proteostasis","#C7B169"
"dolichyl-phosphate-mannose-protein mannosyltransferase activity",0.363636363636364,0.885696835216066,0.0937465422491719,-0.811688311688312,-1.09203182847986,1,"DPM1","4","Proteostasis","#C7B169"
"dopamine uptake involved in synaptic transmission",0.486315789473684,0.925954462784132,0.0833634065110386,0.773809523809524,1.02186897909587,1,"PARK7","4","Synapse","#339933"
"dorsal aorta morphogenesis",0.164210526315789,0.744897025171625,0.157402899305283,0.920995670995671,1.21623846323159,1,"BMPR1A","4","Vasculature","#cccc00"
"dosage compensation by inactivation of X chromosome",0.621052631578947,0.985251467779586,0.070619624712259,0.706709956709957,0.93325936132812,1,"UPF1","4","Epigenetic","#cc3333"
"dynamin family protein polymerization involved in mitochondrial fission",0.680392156862745,0.989603834098695,0.0626618230932491,0.515709642470206,0.842959169707977,2,"c(""DNM3"", ""DNM1L"")","4","Mitochondrial Metabolism","#99cc99"
"early endosome",0.140495867768595,0.701793721973094,0.150169802128406,0.344902438241699,1.33387951897465,30,"c(""APP"", ""MAPK3"", ""ANK2"", ""MAPK1"", ""MLC1"", ""BACE1"", ""GJA1"", ""MAP2K1"", ""NSG2"", ""VPS26A"", ""EHD1"", ""SNX17"", ""SLC9A6"", ""CLCN3"", ""RAB21"", ""SNX12"", ""STX6"", ""TRIM3"", ""SNX27"", ""NISCH"", ""OCRL"", ""TOM1"", ""VPS16"", ""EEA1"")","4","Endolysosome","#3366cc"
"early endosome membrane",0.115992970123023,0.64144522347184,0.172324344900946,0.467413185893059,1.39466393003253,12,"c(""GPNMB"", ""NSG2"", ""EHD1"", ""SLC9A6"", ""CLCN3"", ""RAB21"", ""SNX12"", ""PI4K2A"", ""SNX27"", ""OCRL"", ""EEA1"")","4","Endolysosome","#3366cc"
"early endosome to Golgi transport",0.572631578947368,0.971216190819251,0.0747385227439092,0.731601731601732,0.96613067114519,1,"RAB6A","4","Endolysosome","#3366cc"
